# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2023-10-23 12:05:30 EDT       (sdww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 02176930 CHATTOOGA RIVER AT BURRELLS FORD, NR PINE MTN, GA
# -----------------------------------------------------------------------------------
#
# Data provided for site 02176930
#            TS   parameter     statistic     Description
#        222848       00045     00006     Precipitation, total, inches (Sum), [Operational]
#        324263       00010     00001     Temperature, water, degrees Celsius (Maximum)
#         34394       00065     00003     Gage height, feet (Mean)
#         34395       00060     00003     Discharge, cubic feet per second (Mean)
#         34396       00045     00006     Precipitation, total, inches (Sum)
#         34398       00010     00002     Temperature, water, degrees Celsius (Minimum)
#         34399       00010     00003     Temperature, water, degrees Celsius (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	222848_00045_00006	222848_00045_00006_cd	324263_00010_00001	324263_00010_00001_cd	34394_00065_00003	34394_00065_00003_cd	34395_00060_00003	34395_00060_00003_cd	34398_00010_00002	34398_00010_00002_cd	34399_00010_00003	34399_00010_00003_cd
USGS	02176930	2022-07-01	0.17	P	21.7	A	1.05	A	91.4	A	19.6	A	20.7	A
USGS	02176930	2022-07-02	0.52	P	21.3	A	1.11	A	105	A	19.2	A	20.3	A
USGS	02176930	2022-07-03	0.11	P	21.3	A	1.12	A	107	A	19.1	A	20.2	A
USGS	02176930	2022-07-04	0.00	P	22.9	A	1.13	A	109	A	19.6	A	21.1	A
USGS	02176930	2022-07-05	0.73	P	22.5	A	1.10	A	102	A	20.5	A	21.4	A
USGS	02176930	2022-07-06	0.53	P	24.0	A	1.08	A	98.9	A	20.5	A	22.2	A
USGS	02176930	2022-07-07	0.01	P	25.0	A	1.03	A	87.9	A	20.8	A	22.8	A
USGS	02176930	2022-07-08	1.27	P	24.6	A	1.01	A	83.5	A	21.4	A	22.9	A
USGS	02176930	2022-07-09	0.80	P	22.8	A	1.09	A	99.8	A	21.0	A	21.9	A
USGS	02176930	2022-07-10	0.12	P	21.7	A	1.01	A	84.0	A	20.4	A	20.9	A
USGS	02176930	2022-07-11	0.01	P	20.5	A	1.04	A	89.6	A	19.9	A	20.2	A
USGS	02176930	2022-07-12	0.00	P	22.3	A	0.98	A	78.9	A	19.0	A	20.7	A
USGS	02176930	2022-07-13	0.18	P	22.0	A	0.98	A	79.1	A	19.8	A	21.1	A
USGS	02176930	2022-07-14	0.00	P	22.6	A	0.95	A	72.7	A	19.5	A	21.0	A
USGS	02176930	2022-07-15	0.00	P	23.2	A	0.92	A	68.0	A	19.2	A	21.3	A
USGS	02176930	2022-07-16	0.92	P	22.2	A	1.01	A	84.3	A	19.7	A	21.0	A
USGS	02176930	2022-07-17	0.00	P	22.7	A	1.09	A	119	A	19.5	A	21.0	A
USGS	02176930	2022-07-18	0.18	P	23.7	A	1.21	A	132	A	19.9	A	21.6	A
USGS	02176930	2022-07-19	0.05	P	23.7	A	1.11	A	105	A	20.5	A	22.0	A
USGS	02176930	2022-07-20	0.00	P	23.8	A	1.01	A	83.9	A	20.4	A	22.1	A
USGS	02176930	2022-07-21	0.02	P	24.1	A	0.96	A	74.4	A	21.3	A	22.7	A
USGS	02176930	2022-07-22	0.00	P	25.6	A	0.93	A	68.9	A	21.3	A	23.3	A
USGS	02176930	2022-07-23	0.05	P	24.9	A	0.91	A	65.1	A	21.6	A	23.3	A
USGS	02176930	2022-07-24	0.00	P	25.1	A	0.88	A	61.6	A	21.4	A	23.3	A
USGS	02176930	2022-07-25	0.01	P	24.4	A	0.87	A	60.2	A	21.8	A	23.1	A
USGS	02176930	2022-07-26	0.37	P	23.0	A	0.90	A	65.0	A	21.5	A	22.2	A
USGS	02176930	2022-07-27	0.09	P	24.1	A	0.88	A	61.6	A	20.9	A	22.5	A
USGS	02176930	2022-07-28	0.05	P	25.2	A	0.86	A	57.5	A	21.4	A	23.2	A
USGS	02176930	2022-07-29	0.05	P	24.8	A	0.88	A	60.5	A	22.2	A	23.5	A
USGS	02176930	2022-07-30			24.1	A	0.86	A	59.1	A	21.9	A	23.0	A
USGS	02176930	2022-07-31			24.3	A	1.29	A	162	A	21.2	A	22.6	A
USGS	02176930	2022-08-01	1.70	P	22.7	A	1.30	A	168	A	20.3	A	21.2	A
USGS	02176930	2022-08-02	0.00	P	24.1	A	1.25	A	144	A	19.6	A	21.6	A
USGS	02176930	2022-08-03	0.01	P	23.7	A	1.04	A	89.9	A	20.8	A	22.3	A
USGS	02176930	2022-08-04	0.01	P	24.0	A	1.05	A	91.3	A	20.5	A	22.2	A
USGS	02176930	2022-08-05	0.66	P	24.7	A	0.98	A	78.7	A	21.1	A	22.7	A
USGS	02176930	2022-08-06	0.47	P	23.5	A	1.10	A	104	A	21.3	A	22.3	A
USGS	02176930	2022-08-07	0.00	P	23.8	A	1.13	A	109	A	20.4	A	22.0	A
USGS	02176930	2022-08-08	0.85	P	22.6	A	1.20	A	127	A	20.5	A	21.3	A
USGS	02176930	2022-08-09	0.05	P	22.3	A	1.23	A	141	A	19.9	A	20.7	A
USGS	02176930	2022-08-10	0.01	P	21.5	A	1.20	A	128	A	19.5	A	20.5	A
USGS	02176930	2022-08-11	0.08	P	21.9	A	1.08	A	98.9	A	20.0	A	20.9	A
USGS	02176930	2022-08-12	0.05	P	22.7	A	1.23	A	136	A	20.5	A	21.5	A
USGS	02176930	2022-08-13	0.01	P	23.3	A	1.06	A	94.3	A	20.4	A	21.6	A
USGS	02176930	2022-08-14	0.00	P	23.1	A	1.00	A	81.1	A	19.8	A	21.4	A
USGS	02176930	2022-08-15	0.00	P	22.9	A	0.95	A	73.4	A	19.7	A	21.2	A
USGS	02176930	2022-08-16	0.47	P	21.1	A	0.92	A	68.3	A	19.7	A	20.5	A
USGS	02176930	2022-08-17	0.24	P	21.0	A	0.99	A	79.7	A	19.3	A	20.2	A
USGS	02176930	2022-08-18	0.18	P	22.3	A	0.95	A	73.6	A	19.4	A	20.7	A
USGS	02176930	2022-08-19	0.26	P	20.9	A	0.93	A	69.7	A	19.7	A	20.3	A
USGS	02176930	2022-08-20	0.03	P	21.5	A	0.93	A	68.7	A	19.6	A	20.6	A
USGS	02176930	2022-08-21	0.80	P	21.3	A	1.39	A	187	A	19.6	A	20.5	A
USGS	02176930	2022-08-22	0.01	P	21.3	A	1.21	A	130	A	19.5	A	20.3	A
USGS	02176930	2022-08-23	0.00	P	22.2	A	1.06	A	94.5	A	19.0	A	20.5	A
USGS	02176930	2022-08-24	0.00	P	21.3	A	1.00	A	81.7	A	19.6	A	20.5	A
USGS	02176930	2022-08-25	0.76	P	21.5	A	1.31	A	174	A	19.7	A	20.5	A
USGS	02176930	2022-08-26	0.01	P	22.8	A	1.20	A	128	A	19.6	A	20.8	A
USGS	02176930	2022-08-27	0.03	P	23.2	A	1.12	A	108	A	19.6	A	21.3	A
USGS	02176930	2022-08-28	0.64	P	22.8	A	1.15	A	115	A	20.3	A	21.4	A
USGS	02176930	2022-08-29	0.00	P	23.3	A	1.07	A	95.8	A	20.2	A	21.6	A
USGS	02176930	2022-08-30	0.00	P	23.0	A	1.01	A	83.2	A	20.7	A	21.8	A
USGS	02176930	2022-08-31	0.00	P	23.6	A	0.96	A	75.3	A	20.2	A	21.8	A
USGS	02176930	2022-09-01	0.00	P	23.1	A	0.93	A	68.8	A	19.8	A	21.5	A
USGS	02176930	2022-09-02	0.10	P	21.8	A	0.93	A	69.6	A	19.8	A	20.9	A
USGS	02176930	2022-09-03	2.67	P	20.9	A	1.34	A	176	A	20.1	A	20.5	A
USGS	02176930	2022-09-04	1.19	P	20.4	A	1.45	A	208	A	20.0	A	20.2	A
USGS	02176930	2022-09-05	2.76	P	20.2	A	2.61	A	1040	A	19.7	A	19.9	A
USGS	02176930	2022-09-06	0.00	P	20.6	A	2.04	A	539	A	19.3	A	19.9	A
USGS	02176930	2022-09-07	0.68	P	20.3	A	1.66	A	294	A	19.0	A	19.6	A
USGS	02176930	2022-09-08	0.01	P	20.4	A	1.55	A	242	A	18.6	A	19.5	A
USGS	02176930	2022-09-09	0.00	P	20.3	A	1.45	A	203	A	18.9	A	19.5	A
USGS	02176930	2022-09-10	0.47	P	19.3	A	1.43	A	195	A	18.7	A	18.9	A
USGS	02176930	2022-09-11	0.04	P	20.1	A	1.41	A	189	A	18.6	A	19.3	A
USGS	02176930	2022-09-12	0.00	P	21.0	A	1.42	A	192	A	19.0	A	19.8	A
USGS	02176930	2022-09-13	0.00	P	19.6	A	1.30	A	154	A	17.0	A	18.3	A
USGS	02176930	2022-09-14	0.00	P	18.9	A	1.23	A	134	A	16.4	A	17.6	A
USGS	02176930	2022-09-15	0.00	P	19.5	A	1.19	A	123	A	16.6	A	17.9	A
USGS	02176930	2022-09-16	0.00	P	19.3	A	1.21	A	129	A	16.5	A	17.8	A
USGS	02176930	2022-09-17	0.00	P	19.3	A	1.17	A	118	A	17.0	A	18.1	A
USGS	02176930	2022-09-18	0.00	P	19.5	A	1.11	A	105	A	17.0	A	18.1	A
USGS	02176930	2022-09-19	0.00	P	19.7	A	1.07	A	96.2	A	16.7	A	18.2	A
USGS	02176930	2022-09-20	0.00	P	20.6	A	1.03	A	88.6	A	17.3	A	18.9	A
USGS	02176930	2022-09-21	0.00	P	20.8	A	1.01	A	83.0	A	17.9	A	19.4	A
USGS	02176930	2022-09-22	0.03	P	20.9	A	0.98	A	78.5	A	18.1	A	19.4	A
USGS	02176930	2022-09-23	0.05	P	19.2	A	0.96	A	74.2	A	16.4	A	17.7	A
USGS	02176930	2022-09-24	0.00	P	17.4	A	0.94	A	71.2	A	14.7	A	16.2	A
USGS	02176930	2022-09-25	0.00	P	17.6	A	0.93	A	69.8	A	15.4	A	16.5	A
USGS	02176930	2022-09-26	0.00	P	18.1	A	0.92	A	67.2	A	15.5	A	16.7	A
USGS	02176930	2022-09-27	0.00	P	16.4	A	0.90	A	63.4	A	13.9	A	15.3	A
USGS	02176930	2022-09-28	0.00	P	15.5	A	0.88	A	60.6	A	12.7	A	14.2	A
USGS	02176930	2022-09-29	0.00	P	14.9	A	0.86	A	58.3	A	12.3	A	13.7	A
USGS	02176930	2022-09-30	0.20	P	15.1	A	0.85	A	56.8	A	13.1	A	14.1	A
USGS	02176930	2022-10-01	0.01	P	15.8	A	0.89	A	62.4	A	14.0	A	14.8	A
USGS	02176930	2022-10-02	0.00	P	15.6	A	0.86	A	57.7	A	13.2	A	14.5	A
USGS	02176930	2022-10-03	0.00	P	16.2	A	0.85	A	56.0	A	13.3	A	14.8	A
USGS	02176930	2022-10-04	0.00	P	16.3	A	0.84	A	55.1	A	14.0	A	15.2	A
USGS	02176930	2022-10-05	0.00	P	15.0	A	0.82	A	52.6	A	12.5	A	13.9	A
USGS	02176930	2022-10-06	0.00	P	15.1	A	0.81	A	50.8	A	12.4	A	13.8	A
USGS	02176930	2022-10-07	0.00	P	15.3	A	0.80	A	49.7	A	12.5	A	14.0	A
USGS	02176930	2022-10-08	0.00	P	15.6	A	0.80	A	48.9	A	13.1	A	14.3	A
USGS	02176930	2022-10-09	0.00	P	14.6	A	0.79	A	48.1	A	12.9	A	13.8	A
USGS	02176930	2022-10-10	0.00	P	14.4	A	0.79	A	47.9	A	12.2	A	13.4	A
USGS	02176930	2022-10-11	0.00	P	15.0	A	0.77	A	45.3	A	13.0	A	14.0	A
USGS	02176930	2022-10-12	0.05	P	15.1	A	0.81	A	50.3	A	14.2	A	14.6	A
USGS	02176930	2022-10-13	0.00	P	16.7	A	0.79	A	47.7	A	14.8	A	15.7	A
USGS	02176930	2022-10-14	0.00	P	15.2	A	0.77	A	44.9	A	12.6	A	13.7	A
USGS	02176930	2022-10-15	0.00	P	13.8	A	0.75	A	43.4	A	11.4	A	12.7	A
USGS	02176930	2022-10-16	0.00	P	14.7	A	0.75	A	43.0	A	12.1	A	13.5	A
USGS	02176930	2022-10-17	0.02	P	15.5	A	0.75	A	43.6	A	13.8	A	14.6	A
USGS	02176930	2022-10-18	0.00	P	14.0	A	0.74	A	41.8	A	9.8	A	11.5	A
USGS	02176930	2022-10-19	0.00	P	10.1	A	0.74	A	41.6	A	8.1	A	9.3	A
USGS	02176930	2022-10-20	0.00	P	9.4	A	0.74	A	41.7	A	7.5	A	8.6	A
USGS	02176930	2022-10-21	0.00	P	9.4	A	0.73	A	41.3	A	7.0	A	8.4	A
USGS	02176930	2022-10-22	0.00	P	9.9	A	0.73	A	41.2	A	7.5	A	8.8	A
USGS	02176930	2022-10-23	0.00	P	10.6	A	0.73	A	41.2	A	8.2	A	9.5	A
USGS	02176930	2022-10-24	0.00	P	11.1	A	0.73	A	40.9	A	8.8	A	10.1	A
USGS	02176930	2022-10-25	0.16	P	11.9	A	0.73	A	40.8	A	9.3	A	10.7	A
USGS	02176930	2022-10-26	0.19	P	13.8	A	0.81	A	51.2	A	11.7	A	12.7	A
USGS	02176930	2022-10-27	0.00	P	12.8	A	0.75	A	43.1	A	11.0	A	12.1	A
USGS	02176930	2022-10-28	0.00	P	12.2	A	0.73	A	40.9	A	10.8	A	11.6	A
USGS	02176930	2022-10-29	0.02	P	12.5	A	0.73	A	40.6	A	10.1	A	11.4	A
USGS	02176930	2022-10-30	0.25	P	12.9	A	0.74	A	42.0	A	12.3	A	12.6	A
USGS	02176930	2022-10-31	0.82	P	14.0	A	1.02	A	90.0	A	12.7	A	13.3	A
USGS	02176930	2022-11-01	0.00	P	13.9	A	0.88	A	60.8	A	11.8	A	13.0	A
USGS	02176930	2022-11-02	0.00	P	13.4	A	0.80	A	49.3	A	12.4	A	12.9	A
USGS	02176930	2022-11-03	0.00	P	13.4	A	0.77	A	45.1	A	11.4	A	12.5	A
USGS	02176930	2022-11-04	0.00	P	13.4	A	0.75	A	43.1	A	11.6	A	12.7	A
USGS	02176930	2022-11-05	0.65	P	15.0	A	0.86	A	58.7	A	13.1	A	14.2	A
USGS	02176930	2022-11-06	0.08	P	16.8	A	0.95	A	72.1	A	14.9	A	15.7	A
USGS	02176930	2022-11-07	0.02	P	17.1	A	0.86	A	58.3	A	15.2	A	16.2	A
USGS	02176930	2022-11-08	0.00	P	16.4	A	0.80	A	49.1	A	14.8	A	15.8	A
USGS	02176930	2022-11-09			14.8	P	0.76	A	44.7	A	12.2	P	Dis	P
USGS	02176930	2022-11-10	0.88	P	Dis	P	0.79	A	48.0	A	Dis	P	Dis	P
USGS	02176930	2022-11-11	3.40	P	Dis	P	2.38	A	926	A	Dis	P	Dis	P
USGS	02176930	2022-11-12	0.03	P	Dis	P	1.75	A	356	A	Dis	P	Dis	P
USGS	02176930	2022-11-13	0.00	P	Dis	P	1.35	A	170	A	Dis	P	Dis	P
USGS	02176930	2022-11-14	0.00	P	Dis	P	1.19	A	124	A	Dis	P	Dis	P
USGS	02176930	2022-11-15	0.97	P	Dis	P	1.30	A	163	A	Dis	P	Dis	P
USGS	02176930	2022-11-16	0.00	P	Dis	P	1.38	A	182	A	Dis	P	Dis	P
USGS	02176930	2022-11-17	0.00	P	Dis	P	1.22	A	131	A	Dis	P	Dis	P
USGS	02176930	2022-11-18	0.00	P	Dis	P	1.15	A	114	A	Dis	P	Dis	P
USGS	02176930	2022-11-19	0.00	P	Dis	P	1.10	A	103	A	Dis	P	Dis	P
USGS	02176930	2022-11-20	0.00	P	Dis	P	1.06	A	94.2	A	Dis	P	Dis	P
USGS	02176930	2022-11-21	0.00	P	Dis	P	1.03	A	88.2	A	Dis	P	Dis	P
USGS	02176930	2022-11-22	0.00	P	Dis	P	1.01	A	84.4	A	Dis	P	Dis	P
USGS	02176930	2022-11-23	0.00	P	Dis	P	1.00	A	81.2	A	Dis	P	Dis	P
USGS	02176930	2022-11-24	0.00	P	Dis	P	0.98	A	77.9	A	Dis	P	Dis	P
USGS	02176930	2022-11-25	0.08	P	Dis	P	0.98	A	77.6	A	Dis	P	Dis	P
USGS	02176930	2022-11-26	0.01	P	Dis	P	0.96	A	73.8	A	Dis	P	Dis	P
USGS	02176930	2022-11-27	0.65	P	Dis	P	1.14	A	114	A	Dis	P	Dis	P
USGS	02176930	2022-11-28	0.00	P	Dis	P	1.08	A	98.0	A	Dis	P	Dis	P
USGS	02176930	2022-11-29	0.30	P	Dis	P	1.01	A	83.7	A	Dis	P	Dis	P
USGS	02176930	2022-11-30	1.73	P	Dis	P	1.84	A	439	A	Dis	P	Dis	P
USGS	02176930	2022-12-01	0.00	P	Dis	P	1.48	A	214	A	Dis	P	Dis	P
USGS	02176930	2022-12-02	0.00	P	Dis	P	1.31	A	158	A	Dis	P	Dis	P
USGS	02176930	2022-12-03	0.22	P	Dis	P	1.26	A	142	A	Dis	P	Dis	P
USGS	02176930	2022-12-04	0.00	P	Dis	P	1.20	A	128	A	Dis	P	Dis	P
USGS	02176930	2022-12-05	0.95	P	Dis	P	1.20	A	128	A	Dis	P	Dis	P
USGS	02176930	2022-12-06	1.24	P	Dis	P	1.86	A	419	A	Dis	P	Dis	P
USGS	02176930	2022-12-07	0.36	P	Dis	P	1.74	A	339	A	Dis	P	Dis	P
USGS	02176930	2022-12-08	0.14	P	Dis	P	1.66	A	296	A	Dis	P	Dis	P
USGS	02176930	2022-12-09	0.32	P	Dis	P	1.55	A	243	A	Dis	P	Dis	P
USGS	02176930	2022-12-10	0.05	P	Dis	P	1.48	A	214	A	Dis	P	Dis	P
USGS	02176930	2022-12-11	0.02	P	Dis	P	1.41	A	189	A	Dis	P	Dis	P
USGS	02176930	2022-12-12	0.00	P	Dis	P	1.36	A	171	A	Dis	P	Dis	P
USGS	02176930	2022-12-13	0.00	P	Dis	P	1.31	A	157	A	Dis	P	Dis	P
USGS	02176930	2022-12-14	1.63	P	Dis	P	1.38	A	186	A	Dis	P	Dis	P
USGS	02176930	2022-12-15	1.19	P	Dis	P	2.67	A	1060	A	Dis	P	Dis	P
USGS	02176930	2022-12-16	0.00	P	Dis	P	1.97	A	480	A	Dis	P	Dis	P
USGS	02176930	2022-12-17	0.00	P	Dis	P	1.78	A	362	A	Dis	P	Dis	P
USGS	02176930	2022-12-18	0.01	P	Dis	P	1.69	A	311	A	Dis	P	Dis	P
USGS	02176930	2022-12-19	0.00	P	Dis	P	1.59	A	261	A	Dis	P	Dis	P
USGS	02176930	2022-12-20	0.00	P	Dis	P	1.52	A	227	A	Dis	P	Dis	P
USGS	02176930	2022-12-21	0.03	P	Dis	P	1.46	A	206	A	Dis	P	Dis	P
USGS	02176930	2022-12-22	0.30	P	Dis	P	1.50	A	219	A	Dis	P	Dis	P
USGS	02176930	2022-12-23	0.09	P	Dis	P	1.47	A	208	A	Dis	P	Dis	P
USGS	02176930	2022-12-24	0.00	P	Dis	P	1.40	A	183	A:e	Dis	P	Dis	P
USGS	02176930	2022-12-25	0.00	P	Dis	P	1.35	A	169	A	Dis	P	Dis	P
USGS	02176930	2022-12-26	0.00	P	Dis	P	1.32	A	159	A	Dis	P	Dis	P
USGS	02176930	2022-12-27	0.00	P	Dis	P	1.30	A	154	A	Dis	P	Dis	P
USGS	02176930	2022-12-28	0.00	P	Dis	P	1.28	A	147	A	Dis	P	Dis	P
USGS	02176930	2022-12-29	0.00	P	Dis	P	1.26	A	143	A	Dis	P	Dis	P
USGS	02176930	2022-12-30	0.02	P	Dis	P	1.25	A	139	A	Dis	P	Dis	P
USGS	02176930	2022-12-31	0.26	P	Dis	P	1.28	A	149	A	Dis	P	Dis	P
USGS	02176930	2023-01-01	0.00	P	Dis	P	1.27	A	145	A	Dis	P	Dis	P
USGS	02176930	2023-01-02	0.04	P	Dis	P	1.23	A	133	A	Dis	P	Dis	P
USGS	02176930	2023-01-03	1.15	P	Dis	P	1.34	A	175	A	Dis	P	Dis	P
USGS	02176930	2023-01-04	1.70	P	Dis	P	2.17	A	639	A	Dis	P	Dis	P
USGS	02176930	2023-01-05	0.01	P	Dis	P	1.79	A	368	A	Dis	P	Dis	P
USGS	02176930	2023-01-06	0.00	P	Dis	P	1.56	A	247	A	Dis	P	Dis	P
USGS	02176930	2023-01-07	0.01	P	Dis	P	1.46	A	205	A	Dis	P	Dis	P
USGS	02176930	2023-01-08	0.76	P	Dis	P	1.49	A	219	A	Dis	P	Dis	P
USGS	02176930	2023-01-09	0.01	P	Dis	P	1.51	A	225	A	Dis	P	Dis	P
USGS	02176930	2023-01-10	0.00	P	Dis	P	1.42	A	193	A	Dis	P	Dis	P
USGS	02176930	2023-01-11	0.00	P	Dis	P	1.38	A	178	A	Dis	P	Dis	P
USGS	02176930	2023-01-12			Dis	P	1.47	A	219	A	Dis	P	Dis	P
USGS	02176930	2023-01-13	0.00	P	Dis	P	1.63	A	280	A	Dis	P	Dis	P
USGS	02176930	2023-01-14	0.00	P	Dis	P	1.46	A	207	A	Dis	P	Dis	P
USGS	02176930	2023-01-15	0.00	P	Dis	P	1.41	A	187	A	Dis	P	Dis	P
USGS	02176930	2023-01-16	0.00	P	Dis	P	1.37	A	176	A	Dis	P	Dis	P
USGS	02176930	2023-01-17	0.30	P	Dis	P	1.37	A	175	A	Dis	P	Dis	P
USGS	02176930	2023-01-18	0.23	P	Dis	P	1.34	A	165	A	Dis	P	Dis	P
USGS	02176930	2023-01-19	0.48	P	Dis	P	1.46	A	209	A	Dis	P	Dis	P
USGS	02176930	2023-01-20	0.00	P	Dis	P	1.42	A	192	A	Dis	P	Dis	P
USGS	02176930	2023-01-21	0.00	P	Dis	P	1.35	A	169	A	Dis	P	Dis	P
USGS	02176930	2023-01-22	0.83	P	Dis	P	1.49	A	219	A	Dis	P	Dis	P
USGS	02176930	2023-01-23	0.00	P	Dis	P	1.48	A	212	A	Dis	P	Dis	P
USGS	02176930	2023-01-24	0.01	P	Dis	P	1.40	A	185	A	Dis	P	Dis	P
USGS	02176930	2023-01-25	1.66	P	Dis	P	2.06	A	599	A	Dis	P	Dis	P
USGS	02176930	2023-01-26	0.00	P	Dis	P	1.87	A	416	A	Dis	P	Dis	P
USGS	02176930	2023-01-27	0.00	P	Dis	P	1.66	A	295	A	Dis	P	Dis	P
USGS	02176930	2023-01-28	0.00	P	Dis	P	1.56	A	248	A	Dis	P	Dis	P
USGS	02176930	2023-01-29	0.13	P	Dis	P	1.50	A	219	A	Dis	P	Dis	P
USGS	02176930	2023-01-30	0.15	P	Dis	P	1.49	A	218	A	Dis	P	Dis	P
USGS	02176930	2023-01-31	0.02	P	Dis	P	1.45	A	200	A	Dis	P	Dis	P
USGS	02176930	2023-02-01	0.01	P	Dis	P	1.42	A	191	A	Dis	P	Dis	P
USGS	02176930	2023-02-02	0.90	P	Dis	P	1.46	A	206	A	Dis	P	Dis	P
USGS	02176930	2023-02-03	0.00	P	Dis	P	1.48	A	214	A	Dis	P	Dis	P
USGS	02176930	2023-02-04	0.00	P	Dis	P	1.40	A	186	A	Dis	P	Dis	P
USGS	02176930	2023-02-05	0.00	P	Dis	P	1.37	A	177	A	Dis	P	Dis	P
USGS	02176930	2023-02-06	0.00	P	Dis	P	1.35	A	169	A	Dis	P	Dis	P
USGS	02176930	2023-02-07	0.00	P	Dis	P	1.32	A	161	A	Dis	P	Dis	P
USGS	02176930	2023-02-08	0.07	P	Dis	P	1.30	A	155	A	Dis	P	Dis	P
USGS	02176930	2023-02-09	0.10	P	Dis	P	1.30	A	154	A	Dis	P	Dis	P
USGS	02176930	2023-02-10	0.01	P	Dis	P	1.29	A	151	A	Dis	P	Dis	P
USGS	02176930	2023-02-11	0.42	P	Dis	P	1.27	A	145	A	Dis	P	Dis	P
USGS	02176930	2023-02-12	0.55	P	Dis	P	1.45	A	202	A	Dis	P	Dis	P
USGS	02176930	2023-02-13	0.00	P	Dis	P	1.37	A	175	A	Dis	P	Dis	P
USGS	02176930	2023-02-14	0.00	P	Dis	P	1.31	A	156	A	Dis	P	Dis	P
USGS	02176930	2023-02-15	0.11	P	Dis	P	1.29	A	151	A	Dis	P	Dis	P
USGS	02176930	2023-02-16	0.15	P	Dis	P	1.27	A	146	A	Dis	P	Dis	P
USGS	02176930	2023-02-17	1.84	P	Dis	P	2.11	A	613	A	Dis	P	Dis	P
USGS	02176930	2023-02-18	0.00	P	Dis	P	1.71	A	324	A	Dis	P	Dis	P
USGS	02176930	2023-02-19	0.00	P	Dis	P	1.56	A	246	A	Dis	P	Dis	P
USGS	02176930	2023-02-20	0.00	P	Dis	P	1.49	A	215	A	Dis	P	Dis	P
USGS	02176930	2023-02-21	0.08	P	Dis	P	1.48	A	214	A	Dis	P	Dis	P
USGS	02176930	2023-02-22	0.00	P	Dis	P	1.42	A	193	A	Dis	P	Dis	P
USGS	02176930	2023-02-23	0.03	P	Dis	P	1.39	A	183	A	Dis	P	Dis	P
USGS	02176930	2023-02-24	0.32	P	Dis	P	1.37	A	177	A	Dis	P	Dis	P
USGS	02176930	2023-02-25			Dis	P	1.39	A	182	A	Dis	P	Dis	P
USGS	02176930	2023-02-26			Dis	P	1.35	A	168	A	Dis	P	Dis	P
USGS	02176930	2023-02-27	0.16	P	Dis	P	1.33	A	164	A	Dis	P	Dis	P
USGS	02176930	2023-02-28	0.00	P	Dis	P	1.34	A	165	A	Dis	P	Dis	P
USGS	02176930	2023-03-01	0.00	P	Dis	P	1.29	A	151	A	Dis	P	Dis	P
USGS	02176930	2023-03-02	0.53	P	Dis	P	1.40	A	187	A	Dis	P	Dis	P
USGS	02176930	2023-03-03	0.59	P	Dis	P	1.57	A	275	A	Dis	P	Dis	P
USGS	02176930	2023-03-04	0.00	P	Dis	P	1.78	A	370	A	Dis	P	Dis	P
USGS	02176930	2023-03-05	0.00	P	Dis	P	1.53	A	231	A	Dis	P	Dis	P
USGS	02176930	2023-03-06	0.00	P	Dis	P	1.45	A	203	A	Dis	P	Dis	P
USGS	02176930	2023-03-07	0.00	P	Dis	P	1.40	A	186	A	Dis	P	Dis	P
USGS	02176930	2023-03-08	0.00	P	Dis	P	1.36	A	171	A	Dis	P	Dis	P
USGS	02176930	2023-03-09	0.00	P	Dis	P	1.33	A	163	A	Dis	P	Dis	P
USGS	02176930	2023-03-10	0.05	P	Dis	P	1.31	A	158	A	Dis	P	Dis	P
USGS	02176930	2023-03-11	0.12	P	Dis	P	1.29	A	150	A	Dis	P	Dis	P
USGS	02176930	2023-03-12	1.31	P	Dis	P	1.58	A	265	A	Dis	P	Dis	P
USGS	02176930	2023-03-13	0.00	P	Dis	P	1.44	A	199	A	Dis	P	Dis	P
USGS	02176930	2023-03-14	0.00	P	Dis	P	1.36	A	173	A	Dis	P	Dis	P
USGS	02176930	2023-03-15	0.00	P	Dis	P	1.33	A	162	A	Dis	P	Dis	P
USGS	02176930	2023-03-16	0.00	P	Dis	P	1.30	A	155	A	Dis	P	Dis	P
USGS	02176930	2023-03-17	0.88	P	Dis	P	1.36	A	173	A	Dis	P	Dis	P
USGS	02176930	2023-03-18	0.00	P	Dis	P	1.37	A	176	A	Dis	P	Dis	P
USGS	02176930	2023-03-19	0.00	P	Dis	P	1.30	A	155	A	Dis	P	Dis	P
USGS	02176930	2023-03-20	0.00	P	Dis	P	1.28	A	148	A	Dis	P	Dis	P
USGS	02176930	2023-03-21	0.00	P	Dis	P	1.26	A	142	A	Dis	P	Dis	P
USGS	02176930	2023-03-22	0.41	P	Dis	P	1.28	A	149	A	Dis	P	Dis	P
